course_id,learner_id,viewed,explored,certified,grade,nevents,ndays_act,learner_rating
4,700,5,0,0,0.0,0.002350507709665,0.146341463414634,0.52973839422486
8,701,5,0,0,0.04,0.035633696878526,0.170731707317073,0.54127308083912
10,701,5,0,0,0.0,0.018051899210229,0.414634146341463,0.586537209110339
12,702,0,0,0,0.0,0.000376081233546,0.024390243902439,0.004953265027197
4,703,5,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.504896852842165
8,704,5,0,0,0.0,0.003102670176758,0.073170731707317,0.515254680376815
1,704,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
6,704,5,0,0,0.05,0.138209853328319,0.439024390243902,0.615446848714444
10,705,5,0,0,0.0,0.010624294847687,0.121951219512195,0.526515102871976
10,706,5,0,0,0.0,0.023223016171493,0.121951219512195,0.529034847136738
11,706,5,0,0,0.0,0.020966528770214,0.048780487804878,0.513949403315019
3,707,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
8,708,0,0,0,0.0,0.0,0.024390243902439,0.004878048780488
9,708,5,0,0,0.0,0.00028206092516,0.024390243902439,0.50493446096552
10,708,5,0,0,0.0,0.000470101541933,0.024390243902439,0.504972069088874
6,709,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
5,710,5,0,0,0.0,0.002914629559985,0.073170731707317,0.51521707225346
5,711,0,0,0,0.0,0.000470101541933,0.073170731707317,0.01472816664985
6,712,5,0,0,0.0,0.000658142158706,0.048780487804878,0.509887725992717
8,713,5,0,0,0.26,0.109721699887176,0.585365853658537,0.639017510709143
7,713,5,0,0,0.0,0.037514103046258,0.121951219512195,0.531893064511691
4,714,5,0,0,0.01,0.020026325686348,0.073170731707317,0.518639411478733
3,715,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
3,715,0,0,0,0.0,0.000188040616773,0.024390243902439,0.004915656903842
0,716,0,0,0,0.0,0.000188040616773,0.024390243902439,0.004915656903842
4,717,5,0,0,0.01,0.014855208725085,0.097560975609756,0.522483236866968
5,718,5,0,0,0.0,0.062805566002257,0.170731707317073,0.546707454663866
12,719,5,0,0,0.0,0.014479127491538,0.073170731707317,0.517529971839771
5,720,5,0,0,0.0,0.013444904099286,0.097560975609756,0.522201175941808
4,721,5,0,0,0.0,0.005735238811583,0.073170731707317,0.51578119410378
3,722,0,0,0,0.0,0.000940203083866,0.024390243902439,0.005066089397261
4,723,5,5,5,0.6,1.22311019180143,2.8780487804878,3.82023179445785
9,724,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
0,725,5,5,0,0.18,0.14704776231666,0.24390243902439,1.57819004026821
4,726,5,0,0,0.0,0.012974802557352,0.073170731707317,0.517229106852934
8,727,0,0,0,0.0,0.0,0.0,0.0
8,728,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
3,729,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
10,730,5,0,0,0.0,0.001316284317413,0.024390243902439,0.50514130564397
4,731,5,0,0,0.0,0.001504324934186,0.073170731707317,0.514935011328301
8,732,0,0,0,0.0,0.0,0.0,0.0
3,733,5,0,0,0.0,0.002632568634825,0.024390243902439,0.505404562507453
4,734,5,5,5,0.86,1.67619405791651,2.41463414634146,3.81816564085159
9,735,0,0,0,0.0,0.000188040616773,0.024390243902439,0.004915656903842
0,736,5,0,0,0.0,0.003290710793531,0.073170731707317,0.51529228850017
9,737,5,5,0,0.0,0.01664159458443,0.317073170731707,1.56674295306323
3,737,5,0,0,0.0,0.063745769086123,0.341463414634146,0.581041836744054
4,737,5,0,0,0.01,0.081327566754419,0.195121951219512,0.555289903594786
5,738,5,0,0,0.0,0.127867619405792,0.268292682926829,0.579232060466524
11,739,5,0,0,0.0,0.001692365550959,0.048780487804878,0.510094570671167
8,740,5,0,0,0.0,0.015607371192178,0.707317073170732,0.644584888872582
2,741,5,0,0,0.0,0.01720571643475,0.073170731707317,0.518075289628413
8,742,5,0,0,0.04,0.066472358029334,0.390243902439024,0.591343252093672
10,742,5,0,0,0.0,0.00084618277548,0.048780487804878,0.509925334116071
12,743,0,0,0,0.0,0.000188040616773,0.048780487804878,0.00979370568433
6,744,5,0,0,0.05,0.12984204588191,0.51219512195122,0.628407433566626
1,745,0,0,0,0.0,0.000188040616773,0.024390243902439,0.004915656903842
4,746,5,0,0,0.0,0.033001128243701,0.146341463414634,0.535868518331667
4,747,5,5,0,0.0,0.036667920270779,0.121951219512195,1.53172382795659
3,748,5,0,0,0.0,0.000470101541933,0.024390243902439,0.504972069088874
10,749,5,0,0,0.0,0.001880406167732,0.073170731707317,0.51501022757501
11,750,5,0,0,0.0,0.001410304625799,0.048780487804878,0.510038158486135
0,751,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
6,752,5,0,0,0.02,0.045035727717187,0.121951219512195,0.533397389445876
4,753,5,0,0,0.0,0.0,0.024390243902439,0.504878048780488
6,754,5,0,0,0.0,0.092892064685972,0.390243902439024,0.596627193424999
9,755,5,0,0,0.0,0.00084618277548,0.024390243902439,0.505047285335584
4,756,5,0,0,0.0,0.003008649868372,0.024390243902439,0.505479778754162
12,757,5,0,0,0.0,0.001034223392253,0.024390243902439,0.505084893458938
4,757,5,0,0,0.0,0.001410304625799,0.024390243902439,0.505160109705648
0,758,5,0,0,0.0,0.000658142158706,0.024390243902439,0.505009677212229
8,759,0,0,0,0.0,0.00056412185032,0.024390243902439,0.004990873150552
8,760,5,0,0,0.02,0.052369311771343,0.51219512195122,0.612912886744512
1,760,0,0,0,0.0,0.000188040616773,0.024390243902439,0.004915656903842
9,761,5,0,0,0.0,0.004889056036104,0.073170731707317,0.515611957548684
11,762,0,0,0,0.0,0.00028206092516,0.024390243902439,0.00493446096552
12,762,0,0,0,0.0,0.000188040616773,0.048780487804878,0.00979370568433
4,763,5,0,0,0.0,0.000188040616773,0.048780487804878,0.50979370568433
3,764,5,0,0,0.11,0.456562617525386,0.780487804878049,0.747410084480687
9,765,5,0,0,0.0,0.012692741632193,0.195121951219512,0.541562938570341
4,766,5,0,0,0.0,0.000188040616773,0.097560975609756,0.519549803245306
11,767,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
4,768,5,0,0,0.0,0.000752162467093,0.073170731707317,0.514784578834882
10,769,5,0,0,0.0,0.006769462203836,0.024390243902439,0.506231941221255
3,770,0,0,0,0.0,0.000188040616773,0.024390243902439,0.004915656903842
4,770,0,0,0,0.0,0.00028206092516,0.024390243902439,0.00493446096552
3,771,5,5,5,0.8,0.216246709289206,0.926829268292683,3.22861519551638
3,772,0,0,0,0.0,0.000376081233546,0.048780487804878,0.009831313807685
2,773,5,0,0,0.0,0.000752162467093,0.048780487804878,0.509906530054394
4,773,5,5,0,0.41,0.239093644227153,0.560975609756098,1.66001385079665
4,774,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
9,775,5,5,0,0.0,0.017017675817977,0.536585365853659,1.61072060833433
8,776,5,0,0,0.0,0.002538548326439,0.024390243902439,0.505385758445776
3,777,0,0,0,0.0,0.000376081233546,0.024390243902439,0.004953265027197
5,778,0,0,0,0.0,0.0,0.024390243902439,0.004878048780488
4,779,5,0,0,0.0,0.006017299736743,0.024390243902439,0.506081508727836
10,780,5,0,0,0.0,0.003572771718691,0.048780487804878,0.510470651904714
0,781,5,0,0,0.0,0.022658894321173,0.121951219512195,0.528922022766674
9,782,5,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.504896852842165
4,783,5,0,0,0.0,0.000940203083866,0.073170731707317,0.514822186958237
6,784,5,0,0,0.0,0.000658142158706,0.024390243902439,0.505009677212229
7,785,5,0,0,0.0,0.001410304625799,0.024390243902439,0.505160109705648
8,786,0,0,0,0.0,0.0,0.0,0.0
4,787,5,0,0,0.0,0.016265513350884,0.073170731707317,0.51788724901164
8,788,0,0,0,0.0,0.0,0.0,0.0
4,789,5,0,0,0.0,0.0119405791651,0.024390243902439,0.507266164613508
10,790,5,0,0,0.0,0.005077096652877,0.097560975609756,0.520527614452527
4,791,5,0,0,0.0,0.016265513350884,0.073170731707317,0.51788724901164
12,792,5,0,0,0.0,0.029428356525009,0.073170731707317,0.520519817646465
4,793,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
9,794,5,5,0,0.0,0.016829635201204,0.341463414634146,1.57165860996707
3,795,0,0,0,0.0,0.000188040616773,0.024390243902439,0.004915656903842
4,795,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
3,796,5,0,0,0.0,0.00056412185032,0.024390243902439,0.504990873150552
10,797,5,0,0,0.0,0.00498307634449,0.073170731707317,0.515630761610361
1,798,5,0,0,0.0,0.014949229033471,0.268292682926829,0.55664838239206
9,799,5,0,0,0.0,0.000470101541933,0.024390243902439,0.504972069088874
6,800,0,0,0,0.0,0.000470101541933,0.024390243902439,0.004972069088874
10,801,5,0,0,0.0,0.007709665287702,0.097560975609756,0.521054128179492
3,802,5,0,0,0.0,0.001410304625799,0.073170731707317,0.514916207266623
4,802,5,0,0,0.0,0.001974426476119,0.073170731707317,0.515029031636687
8,803,0,0,0,0.0,0.0,0.0,0.0
5,803,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
3,804,5,0,0,0.0,0.002350507709665,0.048780487804878,0.510226199102909
3,805,5,0,0,0.0,0.013444904099286,0.073170731707317,0.517323127161321
4,806,5,5,0,0.38,0.087344866491162,0.195121951219512,1.55649336354214
11,807,5,0,0,0.0,0.03911244828883,0.268292682926829,0.561481026243132
11,808,5,0,0,0.0,0.002256487401279,0.097560975609756,0.519963492602207
9,809,5,5,0,0.0,0.004606995110944,0.048780487804878,1.51067749658316
5,810,5,0,0,0.0,0.00028206092516,0.048780487804878,0.509812509746008
5,811,5,0,0,0.0,0.001034223392253,0.073170731707317,0.514840991019914
4,812,5,0,0,0.0,0.009308010530275,0.097560975609756,0.521373797228006
0,813,5,0,0,0.0,0.000752162467093,0.024390243902439,0.505028481273906
9,814,5,0,0,0.0,0.000752162467093,0.048780487804878,0.509906530054394
10,814,5,0,0,0.0,0.015607371192178,0.097560975609756,0.522633669360387
9,815,5,0,0,0.0,0.006957502820609,0.146341463414634,0.530659793247049
10,815,5,0,0,0.0,0.023975178638586,0.219512195121951,0.548697474752107
11,816,0,0,0,0.0,0.00056412185032,0.073170731707317,0.014746970711527
10,817,5,0,0,0.0,0.000470101541933,0.024390243902439,0.504972069088874
12,818,5,0,0,0.0,0.013162843174126,0.048780487804878,0.512388666195801
5,819,0,0,0,0.0,0.000188040616773,0.024390243902439,0.004915656903842
8,820,5,0,0,0.0,0.008837908988341,0.048780487804878,0.511523679358644
4,821,5,0,0,0.0,0.002350507709665,0.048780487804878,0.510226199102909
3,822,0,0,0,0.0,0.00028206092516,0.048780487804878,0.009812509746008
12,823,5,0,0,0.0,0.006487401278676,0.048780487804878,0.511053577816711
12,824,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
4,825,5,0,0,0.0,0.075874388867996,0.439024390243902,0.602979755822379
11,826,5,0,0,0.0,0.00639338097029,0.048780487804878,0.511034773755034
9,827,5,0,0,0.0,0.001974426476119,0.073170731707317,0.515029031636687
4,828,5,0,0,0.05,0.002444528018052,0.024390243902439,0.505366954384098
4,829,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
3,830,5,0,0,0.0,0.003666792027078,0.024390243902439,0.505611407185903
4,830,5,0,0,0.0,0.001316284317413,0.048780487804878,0.510019354424458
3,831,5,0,0,0.0,0.033283189168861,0.170731707317073,0.540802979297187
5,832,5,0,0,0.0,0.021906731854081,0.195121951219512,0.543405736614719
6,832,5,0,0,0.01,0.053403535163595,0.390243902439024,0.588729487520524
7,833,5,0,0,0.0,0.031214742384355,0.048780487804878,0.515999046037847
9,834,5,0,0,0.0,0.000376081233546,0.024390243902439,0.504953265027197
3,834,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
4,834,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
12,835,5,0,0,0.0,0.01776983828507,0.048780487804878,0.51331006521799
5,835,5,0,0,0.0,0.008649868371568,0.048780487804878,0.511486071235289
3,836,5,0,0,0.0,0.002820609251598,0.073170731707317,0.515198268191783
4,836,5,0,0,0.0,0.002538548326439,0.146341463414634,0.529776002348215
9,837,5,5,0,0.0,0.003854832643851,0.121951219512195,1.52516121043121
3,838,5,0,0,0.0,0.081609627679579,0.292682926829268,0.574858510901769
6,838,5,0,0,0.01,0.076908612260248,0.219512195121951,0.55928416147644
4,839,5,5,0,0.04,0.200075216246709,0.585365853658537,1.65708821398105
5,839,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
6,839,5,0,0,0.0,0.005641218503197,0.024390243902439,0.506006292481127
2,840,5,0,0,0.0,0.00611132004513,0.097560975609756,0.520734459130977
4,840,5,0,0,0.0,0.001504324934186,0.097560975609756,0.519813060108788
5,840,5,0,0,0.0,0.016453553967657,0.073170731707317,0.517924857134995
11,841,0,0,0,0.0,0.00028206092516,0.048780487804878,0.009812509746008
12,841,5,0,0,0.0,0.003478751410305,0.048780487804878,0.510451847843037
9,842,5,0,0,0.0,0.00056412185032,0.024390243902439,0.504990873150552
11,843,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
11,844,5,5,5,0.87,0.221041745016924,0.609756097560976,3.16615956851558
9,845,5,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.504896852842165
8,846,5,0,0,0.0,0.001222264009026,0.048780487804878,0.510000550362781
3,846,5,0,0,0.0,0.006205340353516,0.048780487804878,0.510997165631679
6,846,5,0,0,0.0,0.000940203083866,0.024390243902439,0.505066089397261
3,847,5,5,0,0.07,0.195750282060925,0.487804878048781,1.63671103202194
9,848,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
8,849,0,0,0,0.0,0.00056412185032,0.024390243902439,0.004990873150552
10,850,5,0,0,0.0,0.002068446784505,0.024390243902439,0.505291738137389
0,850,5,0,0,0.0,0.003854832643851,0.048780487804878,0.510527064089746
12,851,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
11,852,5,5,5,0.93,0.362730349755547,1.04878048780488,3.28230216751209
3,853,5,0,0,0.0,0.024163219255359,0.073170731707317,0.519466790192535
6,853,5,0,0,0.0,0.007615644979316,0.073170731707317,0.516157275337327
4,854,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
9,855,5,0,0,0.0,0.001034223392253,0.024390243902439,0.505084893458938
0,856,0,0,0,0.0,0.000188040616773,0.024390243902439,0.004915656903842
6,856,0,0,0,0.0,0.0,0.024390243902439,0.004878048780488
5,857,5,0,0,0.0,0.007615644979316,0.024390243902439,0.506401177776351
9,858,5,0,0,0.0,0.010154193305754,0.121951219512195,0.52642108256359
4,858,5,0,0,0.0,0.008367807446408,0.097560975609756,0.521185756611233
8,859,5,0,0,0.0,0.001034223392253,0.024390243902439,0.505084893458938
10,860,5,0,0,0.0,0.004795035727717,0.048780487804878,0.510715104706519
4,861,5,5,0,0.27,0.656637833772095,1.07317073170732,1.84596171309588
10,862,5,0,0,0.0,0.014573147799925,0.073170731707317,0.517548775901448
4,863,5,0,0,0.0,0.027830011282437,0.24390243902439,0.554346490061366
10,864,5,0,0,0.0,0.00056412185032,0.097560975609756,0.519625019492015
0,864,5,5,5,0.93,0.415005641218503,0.804878048780488,3.2439767379998
3,865,5,0,0,0.0,0.026983828506958,0.024390243902439,0.510274814481879
8,866,0,0,0,0.0,0.000188040616773,0.024390243902439,0.004915656903842
10,866,5,0,0,0.0,0.001410304625799,0.048780487804878,0.510038158486135
12,866,0,0,0,0.0,0.000188040616773,0.024390243902439,0.004915656903842
4,867,5,0,0,0.0,0.00611132004513,0.048780487804878,0.510978361570002
9,868,5,0,0,0.0,0.002726588943212,0.073170731707317,0.515179464130106
5,869,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
11,870,5,0,0,0.0,0.003196690485145,0.024390243902439,0.505517386877517
4,871,5,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.504896852842165
6,871,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
4,872,5,0,0,0.0,0.000376081233546,0.048780487804878,0.509831313807685
12,873,5,5,5,0.89,0.100131628431741,0.439024390243902,3.10783120373513
6,874,5,0,0,0.0,0.042403159082362,0.341463414634146,0.576773314743302
6,875,5,0,0,0.0,0.013632944716059,0.048780487804878,0.512482686504187
3,876,5,0,0,0.0,0.001128243700639,0.024390243902439,0.505103697520616
3,877,5,0,0,0.0,0.001692365550959,0.048780487804878,0.510094570671167
10,878,5,0,0,0.0,0.00084618277548,0.121951219512195,0.524559480457535
12,878,5,0,0,0.0,0.003290710793531,0.073170731707317,0.51529228850017
10,879,5,5,5,0.73,0.262222640090259,1.36585365853659,3.32561525972537
12,880,5,0,5,0.56,0.06271154569387,0.097560975609756,2.03205450426073
9,881,5,5,0,0.0,0.017863858593456,0.51219512195122,1.60601179610894
11,881,5,0,0,0.0,0.053497555471982,0.341463414634146,0.578992194021226
4,882,5,0,0,0.0,0.006581421587063,0.024390243902439,0.5061943330979
11,883,0,0,0,0.0,0.00028206092516,0.024390243902439,0.00493446096552
11,884,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
4,885,5,0,0,0.0,0.001504324934186,0.048780487804878,0.510056962547813
5,886,5,0,0,0.0,0.002256487401279,0.073170731707317,0.515085443821719
3,887,5,0,0,0.11,0.01081233546446,0.097560975609756,0.521674662214843
4,887,5,0,0,0.16,0.035257615644979,0.195121951219512,0.546075913372898
3,888,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
4,889,5,0,0,0.18,0.175065814215871,0.414634146341463,0.617939992111467
8,890,5,0,0,0.0,0.002726588943212,0.048780487804878,0.510301415349618
10,890,5,0,0,0.0,0.030086498683716,0.439024390243902,0.593822177785524
3,890,5,0,0,0.0,0.001410304625799,0.024390243902439,0.505160109705648
4,890,5,0,0,0.0,0.002068446784505,0.048780487804878,0.510169786917877
11,891,0,0,0,0.0,0.000188040616773,0.024390243902439,0.004915656903842
4,892,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
0,893,5,0,0,0.0,0.001316284317413,0.121951219512195,0.524653500765922
11,894,5,0,0,0.0,0.004136893569011,0.048780487804878,0.510583476274778
6,895,5,0,0,0.0,0.003760812335464,0.024390243902439,0.505630211247581
1,896,0,0,0,0.0,0.000188040616773,0.024390243902439,0.004915656903842
4,897,5,0,0,0.0,0.000658142158706,0.024390243902439,0.505009677212229
6,897,5,0,0,0.0,0.018898081985709,0.073170731707317,0.518413762738605
0,898,5,0,0,0.0,0.011282437006393,0.097560975609756,0.52176868252323
9,899,5,0,0,0.0,0.000752162467093,0.024390243902439,0.505028481273906
4,900,5,0,0,0.01,0.067412561113201,0.097560975609756,0.532994707344591
2,901,0,0,0,0.0,0.000188040616773,0.024390243902439,0.004915656903842
10,902,5,0,0,0.0,0.012128619781873,0.317073170731707,0.565840358102716
8,903,5,0,0,0.0,0.00056412185032,0.024390243902439,0.504990873150552
12,903,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
8,904,5,5,5,0.66,0.165569763068823,0.317073170731707,3.09652858676011
7,905,5,5,5,0.99,0.899022188792779,1.31707317073171,3.4432190719049
4,906,5,0,0,0.0,0.010906355772847,0.317073170731707,0.565595905300911
11,907,5,0,0,0.0,0.155979691613388,0.170731707317073,0.565342279786092
11,908,5,0,0,0.0,0.001504324934186,0.024390243902439,0.505178913767325
9,909,5,0,0,0.0,0.002162467092892,0.121951219512195,0.524822737321018
10,910,5,0,0,0.05,0.023975178638586,0.097560975609756,0.524307230849668
2,911,5,0,0,0.0,0.023223016171493,0.146341463414634,0.533912895917225
4,911,5,0,0,0.01,0.150432493418578,0.341463414634146,0.598379181610545
9,912,5,0,0,0.0,0.000470101541933,0.024390243902439,0.504972069088874
12,913,5,5,5,0.89,0.114234674689733,0.268292682926829,3.07650547152331
9,914,0,0,0,0.0,0.000752162467093,0.024390243902439,0.005028481273906
11,915,5,0,0,0.0,0.060361037984205,0.341463414634146,0.58036489052367
10,916,5,0,0,0.0,0.001128243700639,0.048780487804878,0.509981746301103
2,917,5,0,0,0.0,0.001974426476119,0.048780487804878,0.510150982856199
12,918,0,0,0,0.0,0.000188040616773,0.048780487804878,0.00979370568433
0,918,5,0,0,0.2,0.158048138397894,0.365853658536585,0.604780359386896
9,919,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
9,920,5,0,0,0.0,0.00028206092516,0.073170731707317,0.514690558526495
12,920,5,0,0,0.0,0.034317412561113,0.317073170731707,0.570278116658564
11,921,0,0,0,0.0,0.000188040616773,0.024390243902439,0.004915656903842
3,922,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
5,923,5,0,0,0.0,0.01776983828507,0.073170731707317,0.518188113998477
5,924,5,0,0,0.0,0.011564497931553,0.121951219512195,0.52670314348875
12,925,5,0,0,0.0,0.001880406167732,0.048780487804878,0.510132178794522
11,926,5,0,0,0.01,0.031402783001128,0.121951219512195,0.530670800502665
3,927,5,0,0,0.0,0.001034223392253,0.048780487804878,0.509962942239426
11,928,5,0,0,0.01,0.151936818352764,0.268292682926829,0.584045900255919
12,928,5,0,0,0.0,0.000470101541933,0.024390243902439,0.504972069088874
4,929,5,0,0,0.0,0.007051523128996,0.121951219512195,0.525800548528238
6,929,0,0,0,0.0,0.0,0.024390243902439,0.004878048780488
3,930,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
4,930,5,0,0,0.0,0.000188040616773,0.024390243902439,0.504915656903842
6,930,0,0,0,0.0,0.000188040616773,0.024390243902439,0.004915656903842
4,931,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
12,932,5,0,0,0.03,0.019838285069575,0.170731707317073,0.53811399847733
6,932,5,0,0,0.0,0.042591199699135,0.292682926829268,0.567054825305681
5,933,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
2,934,5,0,0,0.0,0.003572771718691,0.097560975609756,0.520226749465689
4,935,5,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.504896852842165
10,936,5,0,0,0.0,0.00056412185032,0.024390243902439,0.504990873150552
0,936,0,0,0,0.0,0.000188040616773,0.048780487804878,0.00979370568433
7,937,0,0,0,0.0,0.00028206092516,0.024390243902439,0.00493446096552
3,938,0,0,0,0.0,0.000188040616773,0.024390243902439,0.004915656903842
4,938,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
8,939,0,0,0,0.0,0.00056412185032,0.073170731707317,0.014746970711527
11,939,5,0,0,0.01,0.009590071455434,0.073170731707317,0.51655216063255
12,939,0,0,0,0.0,0.00028206092516,0.024390243902439,0.00493446096552
0,940,5,5,5,0.6,0.161996991350132,0.51219512195122,3.13483842266027
0,941,5,5,5,0.78,0.628337720947725,0.804878048780488,3.28664315394564
12,942,5,0,0,0.0,0.008367807446408,0.048780487804878,0.511429659050257
5,943,5,0,0,0.0,0.000752162467093,0.024390243902439,0.505028481273906
9,944,5,0,0,0.0,0.000188040616773,0.024390243902439,0.504915656903842
9,945,5,0,0,0.0,0.001410304625799,0.024390243902439,0.505160109705648
1,945,5,0,0,0.0,0.001880406167732,0.024390243902439,0.505254130014034
4,946,5,0,0,0.0,0.002632568634825,0.024390243902439,0.505404562507453
12,947,5,0,0,0.0,0.031966904851448,0.195121951219512,0.545417771214192
10,948,5,0,0,0.0,0.001034223392253,0.048780487804878,0.509962942239426
8,949,5,0,0,0.0,0.001692365550959,0.024390243902439,0.50521652189068
4,950,5,0,0,0.0,0.022094772470854,0.097560975609756,0.523931149616122
4,951,5,0,0,0.08,0.110943963896202,0.51219512195122,0.624627817169484
4,952,5,0,0,0.01,0.027265889432117,0.121951219512195,0.529843421788863
4,953,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
10,954,0,0,0,0.0,0.000188040616773,0.024390243902439,0.004915656903842
11,955,5,0,0,0.0,0.017675817976683,0.073170731707317,0.5181693099368
4,956,0,0,0,0.0,0.000376081233546,0.024390243902439,0.004953265027197
9,957,5,0,0,0.0,0.001128243700639,0.024390243902439,0.505103697520616
11,958,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
4,958,5,0,0,0.0,0.00056412185032,0.048780487804878,0.50986892193104
5,959,0,0,0,0.0,0.00056412185032,0.024390243902439,0.004990873150552
3,960,5,0,0,0.06,0.023128995863107,0.146341463414634,0.533894091855548
4,961,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
3,962,0,0,0,0.0,0.000376081233546,0.048780487804878,0.009831313807685
4,962,0,0,0,0.0,0.00028206092516,0.024390243902439,0.00493446096552
9,963,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
0,964,0,0,0,0.0,0.0,0.024390243902439,0.004878048780488
6,965,0,0,0,0.0,0.00056412185032,0.024390243902439,0.004990873150552
9,966,5,0,0,0.0,0.000658142158706,0.024390243902439,0.505009677212229
4,967,5,0,0,0.0,0.018522000752163,0.195121951219512,0.542728790394335
4,967,5,0,0,0.0,0.000188040616773,0.024390243902439,0.504915656903842
4,968,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
3,969,0,0,0,0.0,0.000188040616773,0.024390243902439,0.004915656903842
4,970,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
11,971,5,0,0,0.0,0.006205340353516,0.073170731707317,0.515875214412167
0,972,5,0,0,0.45,0.129465964648364,0.121951219512195,0.550283436832112
8,973,0,0,0,0.0,0.0,0.0,0.0
0,973,0,0,0,0.0,0.00028206092516,0.024390243902439,0.00493446096552
8,974,0,0,0,0.0,0.0,0.0,0.0
10,975,0,0,0,0.0,0.000188040616773,0.024390243902439,0.004915656903842
9,976,5,0,0,0.0,0.00084618277548,0.024390243902439,0.505047285335584
11,977,0,0,0,0.0,0.00028206092516,0.048780487804878,0.009812509746008
4,978,5,0,0,0.0,0.000376081233546,0.024390243902439,0.504953265027197
7,979,5,0,0,0.0,0.002350507709665,0.048780487804878,0.510226199102909
12,980,0,0,0,0.0,9.40203083866115e-05,0.024390243902439,0.004896852842165
8,981,5,0,0,0.0,0.012786761940579,0.195121951219512,0.541581742632018
10,981,5,0,0,0.0,0.02886423467469,0.170731707317073,0.539919188398353
0,982,0,0,0,0.0,0.00028206092516,0.048780487804878,0.009812509746008
11,983,5,0,0,0.0,0.031590823617902,0.195121951219512,0.545342554967483
2,983,5,0,0,0.0,0.007145543437382,0.146341463414634,0.530697401370403
6,983,5,0,0,0.01,0.130876269274163,0.219512195121951,0.570077692879223
4,984,5,0,0,0.0,0.018427980443776,0.024390243902439,0.508563644869243
9,985,5,0,0,0.0,0.000470101541933,0.024390243902439,0.504972069088874
4,986,5,0,0,0.1,0.020402406919895,0.219512195121951,0.547982920408369
6,986,5,0,0,0.0,0.000940203083866,0.048780487804878,0.509944138177749
4,987,5,0,0,0.0,0.021248589695374,0.146341463414634,0.533518010622002
3,988,5,0,0,0.0,0.003196690485145,0.048780487804878,0.510395435658005
6,988,0,0,0,0.0,0.000188040616773,0.048780487804878,0.00979370568433
9,989,5,0,0,0.0,0.00084618277548,0.048780487804878,0.509925334116071
4,990,5,0,0,0.03,0.13708160962768,0.487804878048781,0.624977297535292
4,990,5,0,0,0.0,0.001222264009026,0.024390243902439,0.505122501582293
6,991,0,0,0,0.0,0.0,0.024390243902439,0.004878048780488
